,회사명,회계년도,유형자산증가율,0,1
6762,(주)진바이오텍,2014,-2.51,-5.18,-2.51
6763,(주)진바이오텍,2015,1.02,1.65,1.02
6764,(주)진바이오텍,2016,0.37,-12.3,0.37
6765,(주)진바이오텍,2017,-8.73,13.79,-8.73
6766,(주)진바이오텍,2018,-2.27,-2.26,-2.27
6767,(주)진바이오텍,2019,4.14,1.12,4.14
6768,(주)진성티이씨,2011,15.1,195.14,11111111.11
6769,(주)진성티이씨,2012,12.4,24.71,12.4
6770,(주)진성티이씨,2013,4.62,8.18,4.62
6771,(주)진성티이씨,2014,2.07,2.09,2.07
6772,(주)진성티이씨,2015,0.12,0.48,0.12
6773,(주)진성티이씨,2016,-4.62,-2.67,-4.62
6774,(주)진성티이씨,2017,0.87,1.16,0.87
6775,(주)진성티이씨,2018,27.11,0.34,27.11
6776,(주)진성티이씨,2019,14.03,2.44,14.03
6777,(주)진양홀딩스,2011,0.41,146.34,11111111.11
6778,(주)진양홀딩스,2012,-1.13,-56.97,-1.13
6779,(주)진양홀딩스,2013,-3.19,-99.09,-3.19
6780,(주)진양홀딩스,2014,-0.04,0.0,-0.04
6781,(주)진양홀딩스,2015,-0.09,7160550.0,-0.09
6782,(주)진양홀딩스,2016,9.88,-23.08,9.88
6783,(주)진양홀딩스,2017,0.38,-30.0,0.38
6784,(주)진양홀딩스,2018,-45.46,-42.86,-45.46
6785,(주)진양홀딩스,2019,8.82,-75.0,8.82
6786,(주)진에어,2017,27.55,-88.78,11111111.11
6787,(주)진에어,2018,-43.29,-43.29,11111111.11
6788,(주)진에어,2019,-91.88,-91.88,-45.7
6789,(주)차바이오텍,2011,9.1,635.34,11111111.11
6790,(주)차바이오텍,2012,10.6,17.28,10.6
6791,(주)차바이오텍,2013,6.57,18.18,6.57
6792,(주)차바이오텍,2014,-5.76,-18.1,-5.76
6793,(주)차바이오텍,2015,9.98,-10.49,9.98
6794,(주)차바이오텍,2016,10.9,-4.63,10.9
6795,(주)차바이오텍,2017,6.5,-3.55,6.5
6796,(주)차바이오텍,2018,43.89,-31.33,43.89
6797,(주)차바이오텍,2019,52.4,73.57,52.4
6798,(주)창해에탄올,2014,0.93,-66.99,11111111.11
6799,(주)창해에탄올,2015,19.48,-10.26,19.48
6800,(주)창해에탄올,2016,23.02,15.52,23.02
6801,(주)창해에탄올,2017,-4.11,41.61,-4.11
6802,(주)창해에탄올,2018,-15.78,-5.94,-15.78
6803,(주)창해에탄올,2019,-70.9,1.34,-70.9
6804,(주)천보,2019,28.08,82.29,11111111.11
6805,(주)천일고속,2011,-1.81,11111111.11,11111111.11
6806,(주)천일고속,2012,-5.42,-5.42,11111111.11
6807,(주)천일고속,2013,7.52,7.52,11111111.11
6808,(주)천일고속,2014,27.5,27.5,11111111.11
6809,(주)천일고속,2015,6.57,6.57,11111111.11
6810,(주)천일고속,2016,-9.84,-9.84,11111111.11
6811,(주)천일고속,2017,14.81,14.81,11111111.11
6812,(주)천일고속,2018,6.43,6.43,11111111.11
6813,(주)천일고속,2019,14.52,14.52,11111111.11
6814,(주)체리부로,2017,1.65,905.68,11111111.11
6815,(주)체리부로,2018,9.83,-3.48,9.83
6816,(주)체리부로,2019,9.98,18.6,9.98
6817,(주)체시스,2011,-76.82,-76.82,11111111.11
6818,(주)체시스,2012,1.96,-2.35,1.96
6819,(주)체시스,2013,5.5,9.7,5.5
6820,(주)체시스,2014,9.56,11.72,9.56
6821,(주)체시스,2015,4.21,5.34,4.21
6822,(주)체시스,2016,-2.81,-3.83,-2.81
6823,(주)체시스,2017,-1.66,-7.59,-1.66
6824,(주)체시스,2018,7.49,0.04,7.49
6825,(주)체시스,2019,1.08,4.04,1.08
6826,(주)초록뱀미디어,2011,14.79,-99.75,11111111.11
6827,(주)초록뱀미디어,2012,-35.9,-40.73,-35.9
6828,(주)초록뱀미디어,2013,40.38,105.79,40.38
6829,(주)초록뱀미디어,2014,-26.11,-26.11,-26.11
6830,(주)초록뱀미디어,2015,268.24,-79.41,268.25
6831,(주)초록뱀미디어,2016,58.87,707.96,58.87
6832,(주)초록뱀미디어,2017,890.76,414.05,890.76
6833,(주)초록뱀미디어,2018,-71.21,95.19,-71.21
6834,(주)초록뱀미디어,2019,3770.17,3757.95,3770.17
6835,(주)초록뱀이앤엠,2011,48.65,-74.05,11111111.11
6836,(주)초록뱀이앤엠,2012,24.9,24.9,11111111.11
6837,(주)초록뱀이앤엠,2013,26.42,27.14,26.42
6838,(주)초록뱀이앤엠,2014,2.63,-9.46,2.63
6839,(주)초록뱀이앤엠,2015,-15.99,-11.83,-15.99
6840,(주)초록뱀이앤엠,2016,-42.41,-32.2,-42.41
6841,(주)초록뱀이앤엠,2017,-34.51,-34.44,-34.51
6842,(주)초록뱀이앤엠,2018,-14.19,-14.17,-14.19
6843,(주)초록뱀컴퍼니,2011,-85.97,-85.97,11111111.11
6844,(주)초록뱀컴퍼니,2012,-55.82,40.8,-55.82
6845,(주)초록뱀컴퍼니,2013,23.01,47.53,23.01
6846,(주)초록뱀컴퍼니,2014,-49.95,-41.02,-49.95
6847,(주)초록뱀컴퍼니,2015,-38.25,-48.94,-38.25
6848,(주)초록뱀컴퍼니,2016,1068.31,1600.74,1068.31
6849,(주)초록뱀컴퍼니,2017,35.4,39.41,35.4
6850,(주)초록뱀컴퍼니,2018,7.41,8.52,7.41
6851,(주)초록뱀컴퍼니,2019,-3.04,-2.85,-3.04
6852,(주)초록뱀헬스케어,2011,-90.57,128.02,11111111.11
6853,(주)초록뱀헬스케어,2012,184.69,184.69,11111111.11
6854,(주)초록뱀헬스케어,2013,-53.24,-53.24,11111111.11
6855,(주)초록뱀헬스케어,2014,-9.51,-3.66,-9.51
6856,(주)초록뱀헬스케어,2015,66.95,107.81,66.95
6857,(주)초록뱀헬스케어,2016,-54.57,-52.67,-54.57
6858,(주)초록뱀헬스케어,2017,195.25,-29.78,195.25
6859,(주)초록뱀헬스케어,2018,-13.85,-48.7,-13.85
6860,(주)초록뱀헬스케어,2019,-2.94,-64.24,-2.94
6861,(주)칩스앤미디어,2013,14.05,-85.57,11111111.11
6862,(주)칩스앤미디어,2014,49.69,51.72,49.69
6863,(주)칩스앤미디어,2015,-3.43,-3.98,-3.43
6864,(주)칩스앤미디어,2016,-5.49,-5.34,-5.49
6865,(주)칩스앤미디어,2017,-40.19,-40.3,-40.19
6866,(주)칩스앤미디어,2018,48.3,50.23,48.3
6867,(주)칩스앤미디어,2019,72.03,72.22,72.03
6868,(주)카나리아바이오,2018,2.54,2102.62,11111111.11
6869,(주)카나리아바이오,2019,1.65,1.65,11111111.11
6870,(주)카스,2011,18.24,22.47,11111111.11
6871,(주)카스,2012,21.47,1.14,21.47
6872,(주)카스,2013,13.99,3.79,13.99
6873,(주)카스,2014,43.26,91.55,43.26
6874,(주)카스,2015,-0.67,0.72,-0.67
6875,(주)카스,2016,-3.18,-3.48,-3.18
6876,(주)카스,2017,-3.93,0.94,-3.93
6877,(주)카스,2018,3.87,11.19,3.87
6878,(주)카스,2019,-1.07,-1.45,-1.07
6879,(주)카이노스메드,2018,-56.64,-56.64,11111111.11
6880,(주)카이노스메드,2019,1254789.63,11111111.11,11111111.11
6881,(주)카카오,2017,6.77,1596.64,11111111.11
6882,(주)카카오,2018,16.15,13.42,16.15
6883,(주)카카오,2019,11.12,5.21,11.12
6884,(주)카프로,2011,-7.22,-95.43,11111111.11
6885,(주)카프로,2012,-0.63,-0.63,11111111.11
6886,(주)카프로,2013,-5.5,-5.5,11111111.11
6887,(주)카프로,2014,-8.82,-8.82,11111111.11
6888,(주)카프로,2015,-10.41,-10.41,11111111.11
6889,(주)카프로,2016,-13.83,-13.83,11111111.11
6890,(주)카프로,2017,-9.92,-9.92,11111111.11
6891,(주)카프로,2018,-10.77,-10.77,11111111.11
6892,(주)카프로,2019,-10.59,-10.59,11111111.11
6893,(주)캐리소프트,2019,26.97,-42.65,11111111.11
6894,(주)캐스텍코리아,2014,7.79,11111111.11,11111111.11
6895,(주)캐스텍코리아,2015,6.44,6.11,6.44
6896,(주)캐스텍코리아,2016,12.97,-3.75,12.97
6897,(주)캐스텍코리아,2017,3.95,4.76,3.95
6898,(주)캐스텍코리아,2018,18.27,-8.99,18.27
6899,(주)캐스텍코리아,2019,-2.85,-21.52,-2.85
6900,(주)캠시스,2011,16.4,-72.78,11111111.11
6901,(주)캠시스,2012,47.91,2.72,47.91
6902,(주)캠시스,2013,28.57,4.94,28.57
6903,(주)캠시스,2014,23.11,-2.93,23.11
6904,(주)캠시스,2015,13.43,6.66,13.43
6905,(주)캠시스,2016,-6.69,-11.06,-6.69
6906,(주)캠시스,2017,-25.0,10.61,-25.0
6907,(주)캠시스,2018,13.54,6.36,13.54
6908,(주)캠시스,2019,38.05,24.73,38.05
6909,(주)컴투스,2011,-2.28,-97.91,11111111.11
6910,(주)컴투스,2012,60.61,65.02,60.61
6911,(주)컴투스,2013,-17.3,-17.97,-17.3
6912,(주)컴투스,2014,-13.89,-14.22,-13.89
6913,(주)컴투스,2015,16.81,17.26,16.81
6914,(주)컴투스,2016,-23.52,-23.92,-23.52
6915,(주)컴투스,2017,10.95,6.0,10.95
6916,(주)컴투스,2018,2.69,5.84,2.69
6917,(주)컴투스,2019,392.89,290.11,392.89
6918,(주)컴투스홀딩스,2011,61.77,-63.88,11111111.11
6919,(주)컴투스홀딩스,2012,208.48,209.16,208.48
6920,(주)컴투스홀딩스,2013,6.14,5.23,6.14
6921,(주)컴투스홀딩스,2014,33.1,32.22,33.1
6922,(주)컴투스홀딩스,2015,3.12,2.83,3.12
6923,(주)컴투스홀딩스,2016,8.61,-20.31,8.61
6924,(주)컴투스홀딩스,2017,10.86,18.08,10.86
6925,(주)컴투스홀딩스,2018,-3.33,2.19,-3.33
6926,(주)컴투스홀딩스,2019,-54.57,-83.7,-54.57
6927,(주)케스피온,2011,27.34,199.86,11111111.11
6928,(주)케스피온,2012,-2.58,-2.56,-2.58
6929,(주)케스피온,2013,25.26,25.26,-56.17
6930,(주)케스피온,2014,23.43,23.43,11111111.11
6931,(주)케스피온,2015,-8.85,-9.99,-8.85
6932,(주)케스피온,2016,-12.04,-12.89,-12.04
6933,(주)케스피온,2017,-0.87,4.05,-0.87
6934,(주)케스피온,2018,-42.84,-45.35,-42.84
6935,(주)케스피온,2019,4.94,8.21,4.94
6936,(주)케어랩스,2018,379.12,-33.73,11111111.11
6937,(주)케어랩스,2019,11.84,7.69,11.84
6938,(주)케어젠,2015,61.49,-28.81,11111111.11
6939,(주)케어젠,2016,10.82,10.82,11111111.11
6940,(주)케어젠,2017,31.12,31.15,31.12
6941,(주)케어젠,2018,1.08,0.99,1.08
6942,(주)케어젠,2019,14.23,14.33,14.23
6943,(주)케이비지,2019,26.7,-60.76,11111111.11
6944,(주)케이사인,2014,1254789.63,11111111.11,11111111.11
6945,(주)케이사인,2015,14.94,15.3,14.94
6946,(주)케이사인,2016,3.79,3.66,3.79
6947,(주)케이사인,2017,40.64,-1.04,40.64
6948,(주)케이사인,2018,31.42,42.05,31.42
6949,(주)케이사인,2019,13.81,23.73,13.81
6950,(주)케이씨,2011,2.24,2169.55,11111111.11
6951,(주)케이씨,2012,4.44,5.21,4.44
6952,(주)케이씨,2013,9.9,-0.95,9.9
6953,(주)케이씨,2014,3.78,-1.73,3.78
6954,(주)케이씨,2015,15.44,27.82,15.44
6955,(주)케이씨,2016,43.19,42.98,43.19
6956,(주)케이씨,2017,-54.59,-73.66,-54.59
6957,(주)케이씨,2018,42.66,16.25,42.66
6958,(주)케이씨,2019,16.38,14.58,16.38
6959,(주)케이씨씨,2011,-2.2,3183.43,11111111.11
6960,(주)케이씨씨,2012,1.25,1.96,1.25
6961,(주)케이씨씨,2013,-3.01,-2.82,-3.01
6962,(주)케이씨씨,2014,-2.45,-2.44,-2.45
6963,(주)케이씨씨,2015,-1.89,0.63,-1.89
6964,(주)케이씨씨,2016,2.3,1.54,2.3
6965,(주)케이씨씨,2017,7.52,7.39,7.52
6966,(주)케이씨씨,2018,-1.3,-1.34,-1.3
6967,(주)케이씨씨,2019,-14.97,-18.19,-14.97
6968,(주)케이씨씨건설,2011,35.19,-98.38,11111111.11
6969,(주)케이씨씨건설,2012,-13.75,-8.81,-13.75
6970,(주)케이씨씨건설,2013,-13.66,-12.16,-13.66
6971,(주)케이씨씨건설,2014,-75.52,-75.45,-75.52
6972,(주)케이씨씨건설,2015,-43.55,-43.55,-43.55
6973,(주)케이씨씨건설,2016,-6.42,-6.42,-6.42
6974,(주)케이씨씨건설,2017,-41.75,-41.75,-41.75
6975,(주)케이씨씨건설,2018,9.62,9.62,9.62
6976,(주)케이씨씨건설,2019,0.92,0.92,592.44
6977,(주)케이씨아이,2011,0.8,0.0,11111111.11
6978,(주)케이씨아이,2012,13.57,13.57,11111111.11
6979,(주)케이씨아이,2013,-1.0,-1.0,11111111.11
6980,(주)케이씨아이,2014,-7.06,-7.06,11111111.11
6981,(주)케이씨아이,2015,-6.41,-6.41,11111111.11
6982,(주)케이씨아이,2016,0.36,0.36,11111111.11
6983,(주)케이씨아이,2017,2.43,2.43,11111111.11
6984,(주)케이씨아이,2018,0.61,0.61,11111111.11
6985,(주)케이씨아이,2019,18.49,18.49,11111111.11
6986,(주)케이씨에스,2011,78.22,0.0,11111111.11
6987,(주)케이씨에스,2012,-11.77,-11.77,11111111.11
6988,(주)케이씨에스,2013,-29.52,-29.52,11111111.11
6989,(주)케이씨에스,2014,1641.73,1641.73,11111111.11
6990,(주)케이씨에스,2015,1.01,1.01,11111111.11
6991,(주)케이씨에스,2016,-2.52,-2.52,11111111.11
6992,(주)케이씨에스,2017,137.82,137.82,11111111.11
6993,(주)케이씨에스,2018,1.8,1.8,11111111.11
6994,(주)케이씨에스,2019,2.87,2.87,11111111.11
6995,(주)케이씨텍,2017,0.0,0.0,11111111.11
6996,(주)케이씨텍,2018,-1.31,-1.31,11111111.11
6997,(주)케이씨텍,2019,7.65,7.65,11111111.11
6998,(주)케이씨티,2011,20.98,0.0,11111111.11
6999,(주)케이씨티,2012,-91.79,-91.79,11111111.11
7000,(주)케이씨티,2013,129.03,129.03,11111111.11
7001,(주)케이씨티,2014,108.64,108.64,11111111.11
7002,(주)케이씨티,2015,-15.72,-15.72,11111111.11
7003,(주)케이씨티,2016,-9.31,-9.31,11111111.11
7004,(주)케이씨티,2017,-4.88,-4.88,11111111.11
7005,(주)케이씨티,2018,14.71,14.71,11111111.11
7006,(주)케이씨티,2019,-7.76,-7.76,11111111.11
7007,(주)케이씨티시,2011,-4.05,796.4,11111111.11
7008,(주)케이씨티시,2012,1.81,1.61,1.81
7009,(주)케이씨티시,2013,6.6,6.45,6.6
7010,(주)케이씨티시,2014,19.64,21.04,19.64
7011,(주)케이씨티시,2015,15.28,16.63,15.28
7012,(주)케이씨티시,2016,-0.43,-0.76,-0.43
7013,(주)케이씨티시,2017,7.3,1.18,7.3
7014,(주)케이씨티시,2018,2.66,-0.74,2.66
7015,(주)케이씨티시,2019,7.14,0.37,7.14
7016,(주)케이씨피드,2011,82.73,-91.87,11111111.11
7017,(주)케이씨피드,2012,53.73,0.88,53.73
7018,(주)케이씨피드,2013,6.25,-0.69,6.25
7019,(주)케이씨피드,2014,-3.31,-8.93,-3.31
7020,(주)케이씨피드,2015,-3.91,-3.3,-3.91
7021,(주)케이씨피드,2016,0.07,-2.98,0.07
7022,(주)케이씨피드,2017,-5.37,238.67,-5.37
7023,(주)케이씨피드,2018,-4.87,-6.08,-4.87
7024,(주)케이씨피드,2019,-8.25,-24.19,-8.25
7025,(주)케이아이엔엑스,2011,6.8,-62.09,11111111.11
7026,(주)케이아이엔엑스,2012,6.17,6.13,6.17
7027,(주)케이아이엔엑스,2013,2.67,2.08,2.67
7028,(주)케이아이엔엑스,2014,4.73,1.54,4.73
7029,(주)케이아이엔엑스,2015,-0.26,0.29,-0.26
7030,(주)케이아이엔엑스,2016,-8.18,-10.59,-8.18
7031,(주)케이아이엔엑스,2017,4.45,-2.42,4.45
7032,(주)케이아이엔엑스,2018,16.49,18.73,16.49
7033,(주)케이아이엔엑스,2019,152.29,159.12,152.29
7034,(주)케이에스에스해운,2011,15.0,691.23,11111111.11
7035,(주)케이에스에스해운,2012,11.29,11.3,11.29
7036,(주)케이에스에스해운,2013,12.51,12.51,12.51
7037,(주)케이에스에스해운,2014,47.4,47.4,-94.84
7038,(주)케이에스에스해운,2015,11.73,11.73,11111111.11
7039,(주)케이에스에스해운,2016,20.16,20.19,20.16
7040,(주)케이에스에스해운,2017,36.02,36.07,36.02
7041,(주)케이에스에스해운,2018,2.5,2.5,2.5
7042,(주)케이에스에스해운,2019,4.01,4.0,4.01
7043,(주)케이에스피,2011,9.07,-98.2,11111111.11
7044,(주)케이에스피,2012,0.81,0.81,11111111.11
7045,(주)케이에스피,2013,7.16,7.16,11111111.11
7046,(주)케이에스피,2014,-4.02,-4.02,11111111.11
7047,(주)케이에스피,2015,3.85,3.85,11111111.11
7048,(주)케이에스피,2016,0.52,0.52,11111111.11
7049,(주)케이에스피,2017,-4.83,-4.83,11111111.11
7050,(주)케이에스피,2018,-16.36,-16.36,11111111.11
7051,(주)케이에스피,2019,-0.1,-0.1,11111111.11
7052,(주)케이에이치바텍,2011,49.23,845.56,11111111.11
7053,(주)케이에이치바텍,2012,10.98,7.55,10.98
7054,(주)케이에이치바텍,2013,10.86,1.91,10.86
7055,(주)케이에이치바텍,2014,7.68,26.98,7.68
7056,(주)케이에이치바텍,2015,18.32,58.04,18.32
7057,(주)케이에이치바텍,2016,-11.28,-9.91,-11.28
7058,(주)케이에이치바텍,2017,-21.75,-27.6,-21.75
7059,(주)케이에이치바텍,2018,-11.55,-59.81,-11.55
7060,(주)케이에이치바텍,2019,1.66,-2.05,1.66
7061,(주)케이에이치필룩스,2011,-12.83,-82.15,11111111.11
7062,(주)케이에이치필룩스,2012,3.59,-0.07,3.59
7063,(주)케이에이치필룩스,2013,5.64,1.25,5.64
7064,(주)케이에이치필룩스,2014,21.69,3.56,21.69
7065,(주)케이에이치필룩스,2015,20.1,0.6,20.1
7066,(주)케이에이치필룩스,2016,-9.74,-22.9,-9.74
7067,(주)케이에이치필룩스,2017,65.98,27.34,65.98
7068,(주)케이에이치필룩스,2018,-3.75,1.5,-3.75
7069,(주)케이에이치필룩스,2019,39.42,180.16,39.42
7070,(주)케이엑스이노베이션,2011,26.32,-86.58,11111111.11
7071,(주)케이엑스이노베이션,2012,104.17,9.3,104.17
7072,(주)케이엑스이노베이션,2013,-6.79,-23.52,-6.79
7073,(주)케이엑스이노베이션,2014,-0.42,-16.13,-0.42
7074,(주)케이엑스이노베이션,2015,-13.73,-9.22,-13.73
7075,(주)케이엑스이노베이션,2016,1026.08,-11.38,1026.08
7076,(주)케이엑스이노베이션,2017,58.98,-24.84,58.98
7077,(주)케이엑스이노베이션,2018,48.02,-14.07,48.02
7078,(주)케이엑스이노베이션,2019,3.49,3.86,3.49
7079,(주)케이엑스하이텍,2011,2.83,-90.94,11111111.11
7080,(주)케이엑스하이텍,2012,-4.56,-55.93,-4.56
7081,(주)케이엑스하이텍,2013,-36.19,2.18,-36.19
7082,(주)케이엑스하이텍,2014,-11.05,11.36,-11.05
7083,(주)케이엑스하이텍,2015,-3.44,-3.71,-3.44
7084,(주)케이엑스하이텍,2016,5.81,-2.3,5.81
7085,(주)케이엑스하이텍,2017,-17.88,-20.79,-17.88
7086,(주)케이엑스하이텍,2018,-6.81,-6.76,-6.81
7087,(주)케이엑스하이텍,2019,-1.43,-6.37,-1.43
7088,(주)케이엔더블유,2011,-1.22,-1.14,11111111.11
7089,(주)케이엔더블유,2012,39.68,43.24,39.68
7090,(주)케이엔더블유,2013,-3.38,-5.3,-3.38
7091,(주)케이엔더블유,2014,-4.71,-5.67,-4.71
7092,(주)케이엔더블유,2015,11.73,-3.39,11.73
7093,(주)케이엔더블유,2016,-4.36,-9.11,-4.36
7094,(주)케이엔더블유,2017,-2.96,-9.69,-2.96
7095,(주)케이엔더블유,2018,-8.21,-9.86,-8.21
7096,(주)케이엔더블유,2019,8.4,-6.5,8.4
7097,(주)케이엔엔,2011,-4.85,195.45,11111111.11
7098,(주)케이엔엔,2012,41.76,41.85,41.76
7099,(주)케이엔엔,2013,-19.08,-19.07,-19.08
7100,(주)케이엔엔,2014,-3.39,-3.37,-3.39
7101,(주)케이엔엔,2015,4.39,4.4,4.39
7102,(주)케이엔엔,2016,-8.54,-8.53,-8.54
7103,(주)케이엔엔,2017,-2.58,-2.57,-2.58
7104,(주)케이엔엔,2018,-3.48,-3.54,-3.48
7105,(주)케이엔엔,2019,-10.55,-10.63,-10.55
7106,(주)케이엔제이,2019,24.81,-72.49,11111111.11
7107,(주)케이엘넷,2011,7.96,11111111.11,11111111.11
7108,(주)케이엘넷,2012,21.48,21.48,11111111.11
7109,(주)케이엘넷,2013,-1.92,-1.92,11111111.11
7110,(주)케이엘넷,2014,-11.21,-11.34,-11.21
7111,(주)케이엘넷,2015,-3.21,-3.22,-3.21
7112,(주)케이엘넷,2016,-3.89,-3.73,-3.89
7113,(주)케이엘넷,2017,-7.45,-7.45,-7.45
7114,(주)케이엘넷,2018,6.37,5.71,6.37
7115,(주)케이엘넷,2019,-2.04,-2.05,-2.04
7116,(주)케이엠,2011,11.89,141.17,11111111.11
7117,(주)케이엠,2012,-3.54,-0.68,-3.54
7118,(주)케이엠,2013,-3.96,-0.61,-3.96
7119,(주)케이엠,2014,-1.92,-2.66,-1.92
7120,(주)케이엠,2015,-4.11,-4.08,-4.11
7121,(주)케이엠,2016,-2.94,-0.6,-2.94
7122,(주)케이엠,2017,30.67,36.68,30.67
7123,(주)케이엠,2018,10.36,12.55,10.36
7124,(주)케이엠,2019,22.06,12.38,22.06
7125,(주)케이엠더블유,2011,1.79,74.28,11111111.11
7126,(주)케이엠더블유,2012,6.97,3.3,6.97
7127,(주)케이엠더블유,2013,19.95,20.51,19.95
7128,(주)케이엠더블유,2014,11.97,16.47,11.97
7129,(주)케이엠더블유,2015,0.09,-2.65,0.09
7130,(주)케이엠더블유,2016,-31.62,-40.98,-31.62
7131,(주)케이엠더블유,2017,-13.08,-18.92,-13.08
7132,(주)케이엠더블유,2018,19.32,1.82,19.32
7133,(주)케이엠더블유,2019,11.09,17.34,11.09
7134,(주)케이이씨,2011,-9.01,175.32,11111111.11
7135,(주)케이이씨,2012,-10.89,-7.31,-10.89
7136,(주)케이이씨,2013,-16.56,-7.92,-16.56
7137,(주)케이이씨,2014,-9.94,-8.81,-9.94
7138,(주)케이이씨,2015,-7.11,-7.82,-7.11
7139,(주)케이이씨,2016,20.97,21.69,20.97
7140,(주)케이이씨,2017,-4.84,-4.69,-4.84
7141,(주)케이이씨,2018,-4.25,-4.16,-4.25
7142,(주)케이이씨,2019,-43.47,-54.84,-43.47
7143,(주)케이지모빌리언스,2011,39.29,-98.79,11111111.11
7144,(주)케이지모빌리언스,2012,1555.3,1555.3,1555.3
7145,(주)케이지모빌리언스,2013,-1.93,-1.93,-1.93
7146,(주)케이지모빌리언스,2014,7.67,7.67,-21.78
7147,(주)케이지모빌리언스,2015,4.19,4.19,11111111.11
7148,(주)케이지모빌리언스,2016,-12.71,-12.71,11111111.11
7149,(주)케이지모빌리언스,2017,193.53,-6.96,193.53
7150,(주)케이지모빌리언스,2018,6.05,-6.16,6.05
7151,(주)케이지모빌리언스,2019,-31.09,-86.81,-31.09
7152,(주)케이지이니시스,2011,-6.99,-85.04,11111111.11
7153,(주)케이지이니시스,2012,-19.44,-19.44,148.84
7154,(주)케이지이니시스,2013,165.82,165.82,11111111.11
7155,(주)케이지이니시스,2014,4.3,17.65,4.3
7156,(주)케이지이니시스,2015,15.83,-93.14,15.83
7157,(주)케이지이니시스,2016,4.8,277.04,4.8
7158,(주)케이지이니시스,2017,80.9,-25.06,80.9
7159,(주)케이지이니시스,2018,3.76,-28.66,3.76
7160,(주)케이지이니시스,2019,64.66,166.39,64.66
7161,(주)케이티,2011,4.66,9694.64,11111111.11
7162,(주)케이티,2012,12.21,-2.23,12.21
7163,(주)케이티,2013,4.15,0.6,4.15
7164,(주)케이티,2014,0.5,-5.11,0.5
7165,(주)케이티,2015,-12.08,-2.2,-12.08
7166,(주)케이티,2016,-1.15,-1.51,-1.15
7167,(주)케이티,2017,-5.24,-4.9,-5.24
7168,(주)케이티,2018,-3.64,-4.49,-3.64
7169,(주)케이티,2019,5.49,5.37,5.49
7170,(주)케이티서브마린,2011,51.66,-99.88,11111111.11
7171,(주)케이티서브마린,2012,6.84,6.84,11111111.11
7172,(주)케이티서브마린,2013,-8.13,-8.13,11111111.11
7173,(주)케이티서브마린,2014,-0.97,-0.97,11111111.11
7174,(주)케이티서브마린,2015,101.95,101.95,11111111.11
7175,(주)케이티서브마린,2016,-2.8,-2.8,11111111.11
7176,(주)케이티서브마린,2017,-5.08,-5.08,11111111.11
7177,(주)케이티서브마린,2018,-10.0,-10.0,11111111.11
7178,(주)케이티서브마린,2019,-11.65,-11.65,11111111.11
7179,(주)케이티스카이라이프,2011,37.15,1169.05,11111111.11
7180,(주)케이티스카이라이프,2012,22.65,23.0,22.65
7181,(주)케이티스카이라이프,2013,17.09,17.53,17.09
7182,(주)케이티스카이라이프,2014,6.98,7.18,6.98
7183,(주)케이티스카이라이프,2015,-0.14,-3.76,-0.14
7184,(주)케이티스카이라이프,2016,-4.07,-4.77,-4.07
7185,(주)케이티스카이라이프,2017,-3.61,-3.38,-3.61
7186,(주)케이티스카이라이프,2018,-6.66,-6.6,-6.66
7187,(주)케이티스카이라이프,2019,-11.58,-11.83,-11.58
7188,(주)케이티씨에스,2011,-47.14,-93.27,11111111.11
7189,(주)케이티씨에스,2012,70.25,70.25,11111111.11
7190,(주)케이티씨에스,2013,-7.63,-7.63,11111111.11
7191,(주)케이티씨에스,2014,15.42,15.42,11111111.11
7192,(주)케이티씨에스,2015,18.54,19.08,18.54
7193,(주)케이티씨에스,2016,1.21,-12.86,1.21
7194,(주)케이티씨에스,2017,-4.12,-6.27,-4.12
7195,(주)케이티씨에스,2018,0.7,14.49,0.7
7196,(주)케이티씨에스,2019,322.76,320.12,322.76
7197,(주)케이티아이에스,2011,18.94,-79.19,11111111.11
7198,(주)케이티아이에스,2012,-32.97,-32.97,11111111.11
7199,(주)케이티아이에스,2013,-40.38,-40.38,11111111.11
7200,(주)케이티아이에스,2014,24.87,24.87,11111111.11
7201,(주)케이티아이에스,2015,1152.38,1152.38,11111111.11
7202,(주)케이티아이에스,2016,0.71,0.71,11111111.11
7203,(주)케이티아이에스,2017,-0.06,-0.06,11111111.11
7204,(주)케이티아이에스,2018,-0.83,-0.83,11111111.11
7205,(주)케이티아이에스,2019,-17.83,-17.83,11111111.11
7206,(주)케이티알파,2011,-4.56,54.91,11111111.11
7207,(주)케이티알파,2012,-11.74,-11.09,-11.74
7208,(주)케이티알파,2013,-15.56,-15.07,-15.56
7209,(주)케이티알파,2014,-7.68,-7.68,-13.38
7210,(주)케이티알파,2015,-2.43,-2.43,11111111.11
7211,(주)케이티알파,2016,6.11,6.11,11111111.11
7212,(주)케이티알파,2017,39.84,39.84,11111111.11
7213,(주)케이티알파,2018,-5.12,-5.12,11111111.11
7214,(주)케이티알파,2019,-3.29,-3.29,11111111.11
7215,(주)케이티앤지,2011,3.46,9684.2,11111111.11
7216,(주)케이티앤지,2012,3.38,0.19,3.38
7217,(주)케이티앤지,2013,-0.47,1.45,-0.47
7218,(주)케이티앤지,2014,3.98,2.35,3.98
7219,(주)케이티앤지,2015,2.27,2.39,2.27
7220,(주)케이티앤지,2016,-4.57,-16.25,-4.57
7221,(주)케이티앤지,2017,8.81,12.68,8.81
7222,(주)케이티앤지,2018,2.45,2.49,2.45
