회사명,거래소코드,회계년도,당좌자산회전률(IFRS),당좌자산회전률(IFRS연결),순운전자본회전률(IFRS),순운전자본회전률(IFRS연결),당좌자산회전률,순운전자본회전률
(주)그래디언트,35080,2014/12,2.84,3.18,0.21,1.68,3.18,1.68
(주)그래디언트,35080,2015/12,5.49,3.13,0.46,1.6,3.13,1.6
(주)그래디언트,35080,2016/12,24.57,3.08,0.8,1.55,3.08,1.55
(주)그래디언트,35080,2017/12,6.94,2.96,1.03,1.49,2.96,1.49
(주)그래디언트,35080,2018/12,4.17,3.15,0.97,1.53,3.15,1.53
(주)그래디언트,35080,2019/12,6.05,3.08,0.71,1.53,3.08,1.53
(주)그리티,204020,2018/12,3.36,3.12,1.63,1.26,3.12,1.26
(주)그리티,204020,2019/12,2.99,2.76,1.47,1.19,2.76,1.19
(주)그린플러스,186230,2019/12,2.15,1.8,1.03,0.96,1.8,0.96
(주)글로벌스탠다드테크놀로지,83450,2011/12,2.18,2.16,0.94,0.9,2.16,0.9
(주)글로벌스탠다드테크놀로지,83450,2012/12,4.14,3.86,1.33,1.25,3.86,1.25
(주)글로벌스탠다드테크놀로지,83450,2013/12,5.15,4.65,1.7,1.58,4.65,1.58
(주)글로벌스탠다드테크놀로지,83450,2014/12,3.76,3.54,1.62,1.57,3.54,1.57
(주)글로벌스탠다드테크놀로지,83450,2015/12,3.25,3.05,1.68,1.61,3.05,1.61
(주)글로벌스탠다드테크놀로지,83450,2016/12,3.29,3.22,1.48,1.45,3.22,1.45
(주)글로벌스탠다드테크놀로지,83450,2017/12,5.51,4.95,2.27,2.05,4.95,2.05
(주)글로벌스탠다드테크놀로지,83450,2018/12,3.98,3.65,1.93,1.72,3.65,1.72
(주)글로벌스탠다드테크놀로지,83450,2019/12,3.36,3.26,1.87,1.75,3.26,1.75
(주)금비,8870,2011/09,3.1,3.76,1.66,1.75,3.76,1.75
(주)금비,8870,2012/09,3.97,3.38,1.57,1.65,3.38,1.65
(주)금비,8870,2013/09,4.59,3.64,1.59,1.66,3.64,1.66
(주)금비,8870,2014/09,5.16,3.68,1.54,1.63,3.68,1.63
(주)금비,8870,2015/09,5.08,3.34,1.47,1.51,3.34,1.51
(주)금비,8870,2016/09,4.18,2.98,1.29,1.38,2.98,1.38
(주)금비,8870,2017/09,3.38,2.52,1.15,1.28,2.52,1.28
(주)금비,8870,2018/09,4.04,2.58,1.48,1.39,2.58,1.39
(주)금비,8870,2019/09,3.73,2.4,1.34,1.31,2.4,1.31
(주)금양,1570,2011/12,2.65,1.95,0.97,0.83,1.95,0.83
(주)금양,1570,2012/12,2.61,2.13,0.93,0.88,2.13,0.88
(주)금양,1570,2013/12,2.86,2.48,1.04,1.01,2.48,1.01
(주)금양,1570,2014/12,2.78,2.03,1.0,0.88,2.03,0.88
(주)금양,1570,2015/12,3.01,1.75,1.01,0.8,1.75,0.8
(주)금양,1570,2016/12,2.95,2.0,0.87,0.77,2.0,0.77
(주)금양,1570,2017/12,2.88,1.99,0.77,0.74,1.99,0.74
(주)금양,1570,2018/12,3.4,1.93,0.89,0.82,1.93,0.82
(주)금양,1570,2019/12,3.0,1.66,0.8,0.67,1.66,0.67
(주)금호에이치티,214330,2015/12,3.09,3.65,1.69,1.66,3.65,1.66
(주)금호에이치티,214330,2016/12,2.88,3.52,1.6,1.57,3.52,1.57
(주)금호에이치티,214330,2017/12,2.37,3.06,1.29,1.3,3.06,1.3
(주)금호에이치티,214330,2018/12,2.16,2.57,1.12,1.11,2.57,1.11
(주)금호에이치티,214330,2019/12,1.71,1.91,0.86,0.87,1.91,0.87
(주)금화피에스시,36190,2011/12,1.35,,1.09,,1.35,1.09
(주)금화피에스시,36190,2012/12,1.56,,1.32,,1.56,1.32
(주)금화피에스시,36190,2013/12,2.06,1.86,1.73,1.49,1.86,1.49
(주)금화피에스시,36190,2014/12,2.15,2.09,1.74,1.69,2.09,1.69
(주)금화피에스시,36190,2015/12,2.18,2.22,1.73,1.76,2.22,1.76
(주)금화피에스시,36190,2016/12,1.75,1.78,1.36,1.38,1.78,1.38
(주)금화피에스시,36190,2017/12,1.31,1.37,1.02,1.07,1.37,1.07
(주)금화피에스시,36190,2018/12,1.35,1.4,1.1,1.13,1.4,1.13
(주)금화피에스시,36190,2019/12,1.16,1.16,0.98,0.96,1.16,0.96
(주)기가레인,49080,2013/12,2.23,2.26,1.03,1.04,2.26,1.04
(주)기가레인,49080,2014/12,2.61,2.61,1.14,1.15,2.61,1.15
(주)기가레인,49080,2015/12,1.85,1.78,0.71,0.69,1.78,0.69
(주)기가레인,49080,2016/12,1.94,1.99,0.68,0.69,1.99,0.69
(주)기가레인,49080,2017/12,2.14,2.32,0.7,0.75,2.32,0.75
(주)기가레인,49080,2018/12,2.19,2.31,0.72,0.76,2.31,0.76
(주)기가레인,49080,2019/12,1.23,1.42,0.43,0.49,1.42,0.49
(주)기산텔레콤,35460,2011/12,1.24,1.59,0.57,0.64,1.59,0.64
(주)기산텔레콤,35460,2012/12,2.14,1.88,1.03,0.78,1.88,0.78
(주)기산텔레콤,35460,2013/12,1.9,1.75,1.05,0.83,1.75,0.83
(주)기산텔레콤,35460,2014/12,1.37,1.63,0.78,0.75,1.63,0.75
(주)기산텔레콤,35460,2015/12,1.46,1.79,0.91,0.84,1.79,0.84
(주)기산텔레콤,35460,2016/12,0.84,1.29,0.55,0.64,1.29,0.64
(주)기산텔레콤,35460,2017/12,1.23,1.53,0.78,0.72,1.53,0.72
(주)기산텔레콤,35460,2018/12,1.23,1.76,0.78,0.75,1.76,0.75
(주)기산텔레콤,35460,2019/12,1.58,2.39,1.08,0.97,2.39,0.97
(주)까뮤이앤씨,13700,2011/12,0.77,,0.31,,0.77,0.31
(주)까뮤이앤씨,13700,2012/12,0.98,,0.36,,0.98,0.36
(주)까뮤이앤씨,13700,2013/12,0.75,,0.35,,0.75,0.35
(주)까뮤이앤씨,13700,2014/12,1.75,,0.72,,1.75,0.72
(주)까뮤이앤씨,13700,2015/12,2.8,,1.09,,2.8,1.09
(주)까뮤이앤씨,13700,2016/12,2.64,,1.11,,2.64,1.11
(주)까뮤이앤씨,13700,2017/12,4.1,,1.45,,4.1,1.45
(주)까뮤이앤씨,13700,2018/12,2.89,,1.08,,2.89,1.08
(주)까뮤이앤씨,13700,2019/12,4.96,,2.44,,4.96,2.44
(주)까스텔바작,308100,2019/12,2.86,2.85,1.06,1.06,2.85,1.06
(주)나노,187790,2014/12,,,,,,
(주)나노,187790,2015/12,0.9,1.0,0.29,0.34,1.0,0.34
(주)나노,187790,2016/12,1.36,2.0,0.4,0.59,2.0,0.59
(주)나노,187790,2017/12,2.15,3.64,0.71,0.95,3.64,0.95
(주)나노,187790,2018/12,2.23,3.31,0.83,0.94,3.31,0.94
(주)나노,187790,2019/12,2.48,2.67,0.84,0.79,2.67,0.79
(주)나노브릭,286750,2019/12,1.2,1.2,0.43,0.43,1.2,0.43
(주)나노신소재,121600,2011/12,2.05,2.03,0.7,0.7,2.03,0.7
(주)나노신소재,121600,2012/12,1.36,1.34,0.44,0.44,1.34,0.44
(주)나노신소재,121600,2013/12,1.76,1.74,0.55,0.55,1.74,0.55
(주)나노신소재,121600,2014/12,1.69,1.67,0.55,0.55,1.67,0.55
(주)나노신소재,121600,2015/12,1.79,1.74,0.71,0.7,1.74,0.7
(주)나노신소재,121600,2016/12,1.3,1.27,0.62,0.61,1.27,0.61
(주)나노신소재,121600,2017/12,1.45,1.44,0.69,0.69,1.44,0.69
(주)나노신소재,121600,2018/12,1.72,1.7,0.73,0.73,1.7,0.73
(주)나노신소재,121600,2019/12,1.51,1.45,0.63,0.62,1.45,0.62
(주)나노엔텍,39860,2011/12,0.59,0.4,0.4,0.31,0.4,0.31
(주)나노엔텍,39860,2012/12,0.52,0.63,0.37,0.42,0.63,0.42
(주)나노엔텍,39860,2013/12,0.95,0.92,0.64,0.62,0.92,0.62
(주)나노엔텍,39860,2014/12,1.03,1.03,0.7,0.67,1.03,0.67
(주)나노엔텍,39860,2015/12,0.85,1.34,0.62,0.81,1.34,0.81
(주)나노엔텍,39860,2016/12,0.95,1.28,0.66,0.73,1.28,0.73
(주)나노엔텍,39860,2017/12,1.15,1.48,0.61,0.71,1.48,0.71
(주)나노엔텍,39860,2018/12,1.24,1.53,0.68,0.76,1.53,0.76
(주)나노엔텍,39860,2019/12,1.11,1.4,0.78,0.89,1.4,0.89
(주)나무가,190510,2015/12,3.06,4.44,1.78,1.71,4.44,1.71
(주)나무가,190510,2016/12,1.74,2.58,1.1,1.13,2.58,1.13
(주)나무가,190510,2017/12,2.43,3.13,1.5,1.25,3.13,1.25
(주)나무가,190510,2018/12,3.54,5.52,2.05,1.97,5.52,1.97
(주)나무가,190510,2019/12,3.19,5.58,1.71,1.83,5.58,1.83
(주)나스미디어,89600,2013/12,0.28,,0.19,,0.28,0.19
(주)나스미디어,89600,2014/12,0.33,,0.24,,0.33,0.24
(주)나스미디어,89600,2015/12,0.42,,0.29,,0.42,0.29
(주)나스미디어,89600,2016/12,0.49,0.37,0.3,0.21,0.37,0.21
(주)나스미디어,89600,2017/12,0.57,0.56,0.33,0.32,0.56,0.32
(주)나스미디어,89600,2018/12,0.43,0.45,0.26,0.27,0.45,0.27
(주)나스미디어,89600,2019/12,0.43,0.46,0.26,0.28,0.46,0.28
(주)나이벡,138610,2011/12,0.78,,0.41,,0.78,0.41
(주)나이벡,138610,2012/12,0.92,,0.53,,0.92,0.53
(주)나이벡,138610,2013/12,0.69,,0.3,,0.69,0.3
(주)나이벡,138610,2014/12,1.75,,0.51,,1.75,0.51
(주)나이벡,138610,2015/12,0.95,,0.39,,0.95,0.39
(주)나이벡,138610,2016/12,0.7,,0.39,,0.7,0.39
(주)나이벡,138610,2017/12,0.86,,0.43,,0.86,0.43
(주)나이벡,138610,2018/12,1.01,,0.36,,1.01,0.36
(주)나이벡,138610,2019/12,1.14,,0.54,,1.14,0.54
(주)나이스디앤비,130580,2011/12,1.16,,0.93,,1.16,0.93
(주)나이스디앤비,130580,2012/12,0.95,,0.8,,0.95,0.8
(주)나이스디앤비,130580,2013/12,0.85,,0.74,,0.85,0.74
(주)나이스디앤비,130580,2014/12,0.79,,0.69,,0.79,0.69
(주)나이스디앤비,130580,2015/12,0.86,0.87,0.72,0.71,0.87,0.71
(주)나이스디앤비,130580,2016/12,0.91,1.14,0.76,0.94,1.14,0.94
(주)나이스디앤비,130580,2017/12,1.31,1.43,1.05,1.15,1.43,1.15
(주)나이스디앤비,130580,2018/12,1.57,1.59,1.2,1.24,1.59,1.24
(주)나이스디앤비,130580,2019/12,1.49,1.72,1.13,1.31,1.72,1.31
(주)나이스홀딩스,34310,2011/12,0.59,1.89,0.27,1.08,1.89,1.08
(주)나이스홀딩스,34310,2012/12,1.22,2.2,0.67,1.27,2.2,1.27
(주)나이스홀딩스,34310,2013/12,1.27,3.01,1.0,1.79,3.01,1.79
(주)나이스홀딩스,34310,2014/12,1.87,2.0,0.82,1.13,2.0,1.13
(주)나이스홀딩스,34310,2015/12,4.14,2.04,0.58,1.06,2.04,1.06
(주)나이스홀딩스,34310,2016/12,3.75,2.09,0.47,1.1,2.09,1.1
(주)나이스홀딩스,34310,2017/12,3.32,1.65,0.53,0.91,1.65,0.91
(주)나이스홀딩스,34310,2018/12,5.0,1.52,0.6,0.82,1.52,0.82
(주)나이스홀딩스,34310,2019/12,7.14,1.48,0.56,0.79,1.48,0.79
(주)나인테크,267320,2017/12,,,,,,
(주)나인테크,267320,2018/12,,,,,,
(주)나인테크,267320,2019/12,,,,,,
(주)남선알미늄,8350,2011/12,2.98,2.98,1.15,1.15,2.98,1.15
(주)남선알미늄,8350,2012/12,3.0,,1.16,,3.0,1.16
(주)남선알미늄,8350,2013/12,3.61,,1.41,,3.61,1.41
(주)남선알미늄,8350,2014/12,3.51,,1.4,,3.51,1.4
(주)남선알미늄,8350,2015/12,3.35,,1.28,,3.35,1.28
(주)남선알미늄,8350,2016/12,3.84,,1.39,,3.84,1.39
(주)남선알미늄,8350,2017/12,3.81,,1.56,,3.81,1.56
(주)남선알미늄,8350,2018/12,3.08,3.1,1.52,1.58,3.1,1.58
(주)남선알미늄,8350,2019/12,2.91,3.01,1.57,1.57,3.01,1.57
(주)남성,4270,2011/12,0.75,1.67,0.36,0.37,1.67,0.37
(주)남성,4270,2012/12,0.74,1.46,0.34,0.37,1.46,0.37
(주)남성,4270,2013/12,0.78,1.58,0.37,0.41,1.58,0.41
(주)남성,4270,2014/12,0.82,1.64,0.4,0.42,1.64,0.42
(주)남성,4270,2015/12,0.83,1.96,0.41,0.45,1.96,0.45
(주)남성,4270,2016/12,1.15,2.34,0.51,0.49,2.34,0.49
(주)남성,4270,2017/12,1.62,2.61,0.62,0.54,2.61,0.54
(주)남성,4270,2018/12,1.19,1.89,0.51,0.48,1.89,0.48
(주)남성,4270,2019/12,0.98,1.45,0.45,0.42,1.45,0.42
(주)내츄럴엔도텍,168330,2013/12,1.69,,1.18,,1.69,1.18
(주)내츄럴엔도텍,168330,2014/12,3.21,,1.98,,3.21,1.98
(주)내츄럴엔도텍,168330,2015/12,2.2,3.36,0.99,1.25,3.36,1.25
(주)내츄럴엔도텍,168330,2016/12,0.23,0.23,0.14,0.14,0.23,0.14
(주)내츄럴엔도텍,168330,2017/12,0.26,0.24,0.19,0.18,0.24,0.18
(주)내츄럴엔도텍,168330,2018/12,0.39,0.35,0.2,0.19,0.35,0.19
(주)내츄럴엔도텍,168330,2019/12,0.42,0.41,0.21,0.2,0.41,0.2
(주)네오리진,94860,2011/12,1.87,2.57,0.89,1.16,2.57,1.16
(주)네오리진,94860,2012/12,2.01,,0.79,,2.01,0.79
(주)네오리진,94860,2013/12,2.77,,1.16,,2.77,1.16
(주)네오리진,94860,2014/12,2.04,,0.92,,2.04,0.92
(주)네오리진,94860,2015/12,1.13,,0.54,,1.13,0.54
(주)네오리진,94860,2016/12,1.98,,1.11,,1.98,1.11
(주)네오리진,94860,2017/12,1.46,1.38,0.95,0.92,1.38,0.92
(주)네오리진,94860,2018/12,1.56,,1.02,,1.56,1.02
(주)네오리진,94860,2019/12,1.83,,1.29,,1.83,1.29
(주)네오셈,253590,2018/12,,,,,,
(주)네오셈,253590,2019/12,0.73,0.81,0.5,0.52,0.81,0.52
(주)네오오토,212560,2015/12,3.64,,1.73,,3.64,1.73
(주)네오오토,212560,2016/12,4.78,,2.03,,4.78,2.03
(주)네오오토,212560,2017/12,4.47,,1.76,,4.47,1.76
(주)네오오토,212560,2018/12,3.97,,1.56,,3.97,1.56
(주)네오오토,212560,2019/12,3.92,,1.6,,3.92,1.6
(주)네오위즈,95660,2011/12,3.8,3.5,1.76,1.73,3.5,1.73
(주)네오위즈,95660,2012/12,2.92,2.41,1.55,1.4,2.41,1.4
(주)네오위즈,95660,2013/12,2.05,1.83,1.17,1.11,1.83,1.11
(주)네오위즈,95660,2014/12,1.04,1.11,0.7,0.77,1.11,0.77
(주)네오위즈,95660,2015/12,0.71,0.81,0.52,0.61,0.81,0.61
(주)네오위즈,95660,2016/12,0.65,0.82,0.5,0.63,0.82,0.63
(주)네오위즈,95660,2017/12,0.75,0.9,0.63,0.76,0.9,0.76
(주)네오위즈,95660,2018/12,1.4,1.25,1.08,1.01,1.25,1.01
(주)네오위즈,95660,2019/12,2.35,1.47,1.64,1.15,1.47,1.15
(주)네오위즈홀딩스,42420,2011/12,0.22,2.55,0.2,1.44,2.55,1.44
(주)네오위즈홀딩스,42420,2012/12,0.31,2.13,0.24,1.3,2.13,1.3
(주)네오위즈홀딩스,42420,2013/12,0.1,1.67,0.07,1.06,1.67,1.06
(주)네오위즈홀딩스,42420,2014/12,0.08,1.0,0.07,0.73,1.0,0.73
(주)네오위즈홀딩스,42420,2015/12,0.01,0.59,0.01,0.49,0.59,0.49
(주)네오위즈홀딩스,42420,2016/12,0.0,0.55,0.0,0.48,0.55,0.48
(주)네오위즈홀딩스,42420,2017/12,0.0,0.55,0.0,0.49,0.55,0.49
(주)네오위즈홀딩스,42420,2018/12,0.01,0.72,0.01,0.63,0.72,0.63
(주)네오위즈홀딩스,42420,2019/12,0.02,0.83,0.02,0.72,0.83,0.72
(주)네오크레마,311390,2019/12,1.53,1.19,0.93,0.75,1.19,0.75
(주)네오티스,85910,2011/12,1.19,,0.86,,1.19,0.86
(주)네오티스,85910,2012/12,1.5,,1.01,,1.5,1.01
(주)네오티스,85910,2013/12,1.37,1.07,0.82,0.6,1.07,0.6
(주)네오티스,85910,2014/12,1.45,1.97,0.8,0.9,1.97,0.9
(주)네오티스,85910,2015/12,1.64,1.58,0.85,0.77,1.58,0.77
(주)네오티스,85910,2016/12,1.5,1.48,0.82,0.76,1.48,0.76
(주)네오티스,85910,2017/12,1.57,1.57,0.8,0.75,1.57,0.75
(주)네오티스,85910,2018/12,1.54,1.55,0.72,0.69,1.55,0.69
(주)네오티스,85910,2019/12,1.34,1.35,0.62,0.6,1.35,0.6
(주)네오팜,92730,2011/12,1.42,,1.04,,1.42,1.04
(주)네오팜,92730,2012/12,1.42,,1.03,,1.42,1.03
(주)네오팜,92730,2013/12,1.38,,1.01,,1.38,1.01
(주)네오팜,92730,2014/12,1.5,,1.11,,1.5,1.11
(주)네오팜,92730,2015/12,1.91,,1.29,,1.91,1.29
(주)네오팜,92730,2016/12,1.76,1.43,1.18,1.02,1.43,1.02
(주)네오팜,92730,2017/12,1.56,1.56,1.14,1.13,1.56,1.13
(주)네오팜,92730,2018/12,1.45,1.45,1.06,1.06,1.45,1.06
(주)네오팜,92730,2019/12,1.12,1.13,0.9,0.89,1.13,0.89
(주)네오펙트,290660,2018/12,0.19,0.21,0.15,0.16,0.21,0.16
(주)네오펙트,290660,2019/12,0.31,0.56,0.17,0.3,0.56,0.3
(주)네온테크,306620,2018/12,,,,,,
(주)네온테크,306620,2019/12,,,,,,
(주)네이블커뮤니케이션즈,153460,2012/12,1.52,,1.1,,1.52,1.1
(주)네이블커뮤니케이션즈,153460,2013/12,1.06,,0.79,,1.06,0.79
(주)네이블커뮤니케이션즈,153460,2014/12,1.27,1.24,0.98,0.93,1.24,0.93
(주)네이블커뮤니케이션즈,153460,2015/12,1.14,,0.88,,1.14,0.88
(주)네이블커뮤니케이션즈,153460,2016/12,0.88,,0.72,,0.88,0.72
(주)네이블커뮤니케이션즈,153460,2017/12,0.55,,0.45,,0.55,0.45
(주)네이블커뮤니케이션즈,153460,2018/12,0.78,,0.63,,0.78,0.63
(주)네이블커뮤니케이션즈,153460,2019/12,0.65,,0.56,,0.65,0.56
(주)네이처셀,7390,2011/12,2.81,,0.76,,2.81,0.76
(주)네이처셀,7390,2012/12,3.4,,0.91,,3.4,0.91
(주)네이처셀,7390,2013/12,4.42,,1.17,,4.42,1.17
(주)네이처셀,7390,2014/12,3.89,,1.19,,3.89,1.19
(주)네이처셀,7390,2015/12,2.72,,1.2,,2.72,1.2
(주)네이처셀,7390,2016/12,1.97,,0.89,,1.97,0.89
(주)네이처셀,7390,2017/12,1.96,,0.92,,1.96,0.92
(주)네이처셀,7390,2018/12,1.54,,0.87,,1.54,0.87
(주)네이처셀,7390,2019/12,0.64,,0.48,,0.64,0.48
(주)네패스,33640,2011/12,2.32,2.82,1.19,1.32,2.82,1.32
(주)네패스,33640,2012/12,3.11,3.57,1.62,1.58,3.57,1.58
(주)네패스,33640,2013/12,3.29,3.85,1.42,1.53,3.85,1.53
(주)네패스,33640,2014/12,3.12,2.67,1.15,1.2,2.67,1.2
(주)네패스,33640,2015/12,3.07,2.46,1.2,1.16,2.46,1.16
(주)네패스,33640,2016/12,2.99,2.8,1.23,1.13,2.8,1.13
(주)네패스,33640,2017/12,3.36,3.06,1.48,1.3,3.06,1.3
(주)네패스,33640,2018/12,3.2,2.98,1.48,1.31,2.98,1.31
(주)네패스,33640,2019/12,3.94,2.67,1.77,1.32,2.67,1.32
(주)넥센,5720,2011/12,2.35,2.94,0.97,1.06,2.94,1.06
(주)넥센,5720,2012/12,2.35,2.89,1.0,1.11,2.89,1.11
(주)넥센,5720,2013/12,2.83,3.81,1.13,1.47,3.81,1.47
(주)넥센,5720,2014/12,2.99,3.71,1.16,1.44,3.71,1.44
(주)넥센,5720,2015/12,2.81,3.45,1.18,1.43,3.45,1.43
(주)넥센,5720,2016/12,2.74,3.49,1.26,1.59,3.49,1.59
(주)넥센,5720,2017/12,2.32,2.76,1.18,1.37,2.76,1.37
(주)넥센,5720,2018/12,3.42,2.98,1.74,1.31,2.98,1.31
(주)넥센,5720,2019/12,4.09,2.91,2.06,1.23,2.91,1.23
(주)넥스턴바이오사이언스,89140,2011/12,1.84,,1.03,,1.84,1.03
(주)넥스턴바이오사이언스,89140,2012/12,1.63,,0.83,,1.63,0.83
(주)넥스턴바이오사이언스,89140,2013/12,1.73,,0.9,,1.73,0.9
(주)넥스턴바이오사이언스,89140,2014/12,1.27,,0.75,,1.27,0.75
(주)넥스턴바이오사이언스,89140,2015/12,0.94,,0.58,,0.94,0.58
(주)넥스턴바이오사이언스,89140,2016/12,1.51,,1.2,,1.51,1.2
(주)넥스턴바이오사이언스,89140,2017/12,0.56,,0.49,,0.56,0.49
(주)넥스턴바이오사이언스,89140,2018/12,0.35,,0.27,,0.35,0.27
(주)넥스턴바이오사이언스,89140,2019/12,0.44,,0.33,,0.44,0.33
(주)넥스트아이,137940,2011/12,1.18,,0.97,,1.18,0.97
(주)넥스트아이,137940,2012/12,1.25,1.19,0.99,0.92,1.19,0.92
(주)넥스트아이,137940,2013/12,1.12,1.23,0.92,1.0,1.23,1.0
(주)넥스트아이,137940,2014/12,1.2,1.22,0.98,1.0,1.22,1.0
(주)넥스트아이,137940,2015/12,1.11,1.15,0.85,0.89,1.15,0.89
(주)넥스트아이,137940,2016/12,0.78,0.92,0.64,0.73,0.92,0.73
(주)넥스트아이,137940,2017/12,0.65,0.81,0.51,0.61,0.81,0.61
(주)넥스트아이,137940,2018/12,0.7,0.88,0.49,0.64,0.88,0.64
(주)넥스트아이,137940,2019/12,0.66,0.76,0.36,0.52,0.76,0.52
(주)넥스트엔터테인먼트월드,160550,2014/12,0.37,0.41,0.28,0.31,0.41,0.31
(주)넥스트엔터테인먼트월드,160550,2015/12,0.5,0.52,0.37,0.39,0.52,0.39
(주)넥스트엔터테인먼트월드,160550,2016/12,0.7,0.79,0.52,0.58,0.79,0.58
(주)넥스트엔터테인먼트월드,160550,2017/12,0.46,0.62,0.32,0.42,0.62,0.42
(주)넥스트엔터테인먼트월드,160550,2018/12,0.88,1.12,0.52,0.66,1.12,0.66
(주)넥스트엔터테인먼트월드,160550,2019/12,0.78,1.01,0.4,0.52,1.01,0.52
(주)넥슨게임즈,225570,2015/12,,,,,,
(주)넥슨게임즈,225570,2016/12,,,,,,
(주)넥슨게임즈,225570,2017/12,0.63,,0.55,,0.63,0.55
(주)넥슨게임즈,225570,2018/12,0.81,,0.7,,0.81,0.7
(주)넥슨게임즈,225570,2019/12,0.75,,0.62,,0.75,0.62
(주)넵튠,217270,2015/12,,,,,,
(주)넵튠,217270,2016/12,0.99,1.57,0.93,1.11,1.57,1.11
(주)넵튠,217270,2017/12,0.82,1.71,0.74,1.16,1.71,1.16
(주)넵튠,217270,2018/12,0.43,1.37,0.21,0.47,1.37,0.47
(주)넵튠,217270,2019/12,0.52,1.34,0.17,0.33,1.34,0.33
(주)노랑풍선,104620,2019/12,1.33,1.34,0.66,0.66,1.34,0.66
(주)노루페인트,90350,2011/12,3.11,3.15,1.22,1.23,3.15,1.23
(주)노루페인트,90350,2012/12,2.79,2.84,1.17,1.18,2.84,1.18
(주)노루페인트,90350,2013/12,2.93,2.97,1.15,1.16,2.97,1.16
(주)노루페인트,90350,2014/12,3.09,3.09,1.15,1.15,3.09,1.15
(주)노루페인트,90350,2015/12,2.99,2.94,1.19,1.18,2.94,1.18
(주)노루페인트,90350,2016/12,2.89,2.85,1.21,1.21,2.85,1.21
(주)노루페인트,90350,2017/12,3.16,3.2,1.35,1.35,3.2,1.35
(주)노루페인트,90350,2018/12,3.55,3.54,1.49,1.45,3.54,1.45
(주)노루페인트,90350,2019/12,3.45,3.47,1.49,1.45,3.47,1.45
(주)노루홀딩스,320,2011/12,1.59,3.27,0.53,1.12,3.27,1.12
(주)노루홀딩스,320,2012/12,1.28,2.92,0.51,1.1,2.92,1.1
(주)노루홀딩스,320,2013/12,1.2,2.74,0.56,1.05,2.74,1.05
(주)노루홀딩스,320,2014/12,0.85,2.65,0.44,1.05,2.65,1.05
(주)노루홀딩스,320,2015/12,0.82,2.13,0.42,0.98,2.13,0.98
(주)노루홀딩스,320,2016/12,1.34,1.95,0.87,0.96,1.95,0.96
(주)노루홀딩스,320,2017/12,0.52,2.2,0.39,1.11,2.2,1.11
(주)노루홀딩스,320,2018/12,0.43,2.32,0.32,1.18,2.32,1.18
(주)노루홀딩스,320,2019/12,0.47,2.46,0.35,1.22,2.46,1.22
(주)노바렉스,194700,2018/12,2.52,2.45,1.42,1.39,2.45,1.39
(주)노바렉스,194700,2019/12,3.06,3.03,1.53,1.52,3.03,1.52
(주)노바텍,285490,2018/12,1.01,0.99,0.93,0.89,0.99,0.89
(주)노바텍,285490,2019/12,1.02,1.1,0.92,0.93,1.1,0.93
(주)노블엠앤비,106520,2012/12,2.21,2.24,1.16,1.16,2.24,1.16
(주)노블엠앤비,106520,2013/12,2.59,2.59,1.51,1.5,2.59,1.5
(주)노블엠앤비,106520,2014/12,1.66,1.64,0.91,0.9,1.64,0.9
(주)노블엠앤비,106520,2015/12,2.04,1.89,0.99,0.77,1.89,0.77
(주)노블엠앤비,106520,2016/12,1.99,1.86,0.92,0.63,1.86,0.63
(주)노블엠앤비,106520,2017/12,3.41,3.05,1.07,0.79,3.05,0.79
(주)노블엠앤비,106520,2018/12,3.01,3.73,0.86,0.82,3.73,0.82
(주)노블엠앤비,106520,2019/12,3.15,6.12,0.85,0.96,6.12,0.96
(주)노터스,278650,2019/12,1.65,2.12,1.08,1.36,2.12,1.36
(주)녹십자,6280,2011/12,2.4,2.48,1.07,1.1,2.48,1.1
(주)녹십자,6280,2012/12,2.8,2.89,1.14,1.17,2.89,1.17
(주)녹십자,6280,2013/12,3.26,3.16,1.23,1.22,3.16,1.22
(주)녹십자,6280,2014/12,2.89,2.89,1.08,1.1,2.89,1.1
(주)녹십자,6280,2015/12,2.62,2.68,0.99,1.02,2.68,1.02
(주)녹십자,6280,2016/12,2.69,2.66,1.08,1.11,2.66,1.11
(주)녹십자,6280,2017/12,2.55,2.51,1.09,1.12,2.51,1.12
(주)녹십자,6280,2018/12,2.59,2.54,1.09,1.12,2.54,1.12
(주)녹십자,6280,2019/12,2.75,2.58,1.05,1.07,2.58,1.07
(주)녹십자엠에스,142280,2014/12,3.26,,1.39,,3.26,1.39
(주)녹십자엠에스,142280,2015/12,3.12,2.83,1.29,1.07,2.83,1.07
(주)녹십자엠에스,142280,2016/12,3.0,2.92,1.18,1.14,2.92,1.14
(주)녹십자엠에스,142280,2017/12,3.6,3.54,1.5,1.44,3.54,1.44
(주)녹십자엠에스,142280,2018/12,2.88,2.83,1.35,1.27,2.83,1.27
(주)녹십자엠에스,142280,2019/12,2.66,2.62,1.33,1.27,2.62,1.27
(주)녹십자웰빙,234690,2019/12,1.62,,1.05,,1.62,1.05
(주)녹십자홀딩스,5250,2011/12,0.3,0.37,0.12,0.19,0.37,0.19
(주)녹십자홀딩스,5250,2012/12,0.39,0.44,0.15,0.21,0.44,0.21
(주)녹십자홀딩스,5250,2013/12,4.51,2.94,0.37,1.06,2.94,1.06
(주)녹십자홀딩스,5250,2014/12,3.12,2.78,0.24,0.94,2.78,0.94
(주)녹십자홀딩스,5250,2015/12,3.18,2.33,0.17,0.79,2.33,0.79
